0,0,0,0,-9.1,0.2,0,0,-7.9,0.2,0,0,-7.4,0.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.8,0.2,0,0,-7.6,0.4,0,0,-7.2,0.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-9.8,0.2,0,0,-9.6,0.3,0,0,-8.6,0.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.5,0.1,0,0,-7,0.1,0,0,-6.7,0.1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-9.2,0.4,0,0,-8,0.5,0,0,-7.5,0.4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-9.7,0.2,0,0,-8.5,0.2,0,0,-8.4,0.2,0,0,-9.78,0.153179119,0,0,0,0,0,0
0,0,0,0,-9.8,0.1,0,0,-8.4,0.2,0,0,-8.3,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-7.2,0.2,0,0,-6.3,0.3,0,0,-5.4,0.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8,0.2,0,0,-6.7,0.2,0,0,-6.8,0.2,0,0,-8.98,0.171579321,0,0,0,0,0,0
0,0,0,0,-9,0.3,0,0,-7.5,0.3,0,0,-7.1,0.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.8,0.5,0,0,-7.6,0.5,0,0,-7.6,0.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-10.2,0.5,0,0,-9.1,0.5,0,0,-9,0.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.5,0.3,0,0,-7.9,0.3,0,0,-8.2,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.4,0.1,0,0,-7.1,0.1,0,0,-7,0.1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.8,0.1,-8.9,0.2236067977,-7.6,0.1,0,0,-7.4,0.1,0,0,-9.28,0.083571324,0,0,0,0,0,0
0,0,0,0,-8.8,0.1,0,0,-7.6,0.1,0,0,-7.2,0.1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-9.5,0.3,0,0,-8.3,0.5,0,0,-8.3,0.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-9.2,0.1,0,0,-8.1,0.3,0,0,-7.9,0.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.2,0.1,0,0,-7,0.1,0,0,-6.6,0.1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-8.7,0.2,0,0,-7.6,0.2,0,0,-7.3,0.2,0,0,-8.38,0.178531454,0,0,0,0,0,0
0,0,0,0,-8.3,0.3,0,0,-7.2,0.3,0,0,-7.1,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-9,0.2,0,0,-7.9,0.5,0,0,-7.3,0.3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-7.7,0.2,0,0,-6.8,0.2,0,0,-6,0.1,0,0,-8,0.3605551275,0,0,0,0,0,0
0,0,0,0,-9.9,0.2,0,0,-8.8,0.5,0,0,-8.7,0.5,0,0,0,0,0,0,0,0,0,0
